,username,description,location,text,hashtags
729,whitehydrangeax,"เป็นติ่งทุกสิ่ง&เเทบทุกคน,วง 🏁WelComE to area of 2🥚🥚% cute 🍕🍋 May your day be special and surrounded by colors⭐️🥪🗯🥬⛺️🍄🐬🎀 💞⛳️🥏",,"[ Platforms for watching ]

WeTv   | Thailand, Philippines

Viki      | Europe, America, Latin America,             
              Australia , Oceania

Vieon  | Vietnam 

YouTube : ARTOP MEDIA HIT DRAMA | China (Taiwan), Malaysia, Indonesia https://t.co/SaDuBZeS7n",[]
730,TrixxieTriss,🇦🇺🇺🇦🇬🇧🇺🇸🇸🇪🇳🇿🇨🇦🇯🇵🇰🇷🇫🇮🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇳🇴🏳️‍🌈🇪🇺Supporting a free and democratic world for Ukraine. @SWTOR tragic. Solar Desalination,Moon,"@_JakubJanda Yeah, Taiwan and the world is paying attention on who to trust and who is full of failed promises and rhetoric. No one in their right mind will ever trust Germany, Russia or Hungary again. Those are the top 3 least trusted nations. I’d trust China before Germany",[]
731,NIVRevelation18,The right person will never get tired of you. 😅.,,"@iingwen @LindseyGrahamSC @SenatorMenendez @SenatorBurr @senrobportman @RonnyJacksonTX Taiwan's March power blackout caused by China's 特變電工's hacking in Taiwan. 

https://t.co/MvLA8zSoWE",[]
732,tedder_z,"🇺🇲🇯🇵 Educator, Aviation Enthusiast, Manga/Anime/Comic Nerd, BYU Fan. I lived in Okinawa, Tokyo, Kanagawa, Sapporo, and Ibaraki. I live in Utah, USA now.","Utah, USA","Thank you for your concern, China. We’re eating perfectly fine in #Taiwan. https://t.co/fWB76qGOHb",['Taiwan']
733,ShreddedBeatZ,"Libra

Born Year of The Rooster

Life #6

#GG33 #Grinberg2024","Providence, RI","1962 and 2022 both TIGER years in #ASTROLOGY 

1962
America/USSR close to war during 
CUBAN MISSILE CRISIS 

while world is distracted 
CHINA Attacks India

2022
America/Russia In a proxy war in Ukraine

WHILE THE WORLD IS DISTRACTED
CHINA IS LOOKING AT TAIWAN

HISTORY REPEATS",['ASTROLOGY']
734,Ulfat81481271,💯💯💯💯💯💯💯💯💯fb,"Baramula, Jammu & Kashmir, Ind","https://t.co/IAQYiwSpdN

China on Friday announced military exercises near Taiwan in light of a visit by US congressmen to the island.",[]
735,rajeevpatel5,"Pls don't throw polythene outside collect single pouch of it 
give it fr recycling
If we can recycle
 we can use any thing",,"Stand with Taiwan. 

https://t.co/f3t6lZYE80",[]
736,Letter1208,台灣人 나는 대만 사람이다,台灣,"Shame on TVBS, which is China's agent in Taiwan.
#tvbs https://t.co/GmCgNUgisM",['tvbs']
737,hawkbranchfarm,"God Family Horses Ducks Futures
ex grain buyer poultry mega corp -commod broker-independant brokerage firm owner--- finally  trader.😎
opinions mine not advice","Alabama, USA","@Badgerswimr @BX825 @GoddessofGrain @MaizeingPete Correct and to your excellent point where would normal commercial price be for grains without funds? 
Or if China or maybe when they Invade Taiwan. Risks exist. I beg producers to eliminate some. But reality is that occurs during a large drop in price at this stage  of a bull mkt",[]
738,wadakashiho,COVID-19、IndoPacific、福島県復興完遂、2050カーボンニュートラル、🌍COP26、脱炭素、気候変動、NISSAN日産自動車、e-POWER、e-4ORCE、電気自動車、ブルースイッチ、三菱自動車、自民党、公明党、🇺🇦StandwithUkraine🇺🇦,JAPAN,"On @SXMPOTUS with @SteveScully I shared some lessons from #UkraineRussiawar that can be applied to #China and #Taiwan. First is how the aggressor delegitimizes the people under attack. There is also a need for speed, for strength, and committed allies. https://t.co/G34o3izfZ0 https://t.co/qWvZjT4OxM","['UkraineRussiawar', 'China', 'Taiwan']"
739,dnorm223,"Merican, golfer, loafer, retired after 50+ years working. I may not approve, but I understand. Opinions irrelevant, shouldn't be paid attention to. USAF vet","California, USA","Thank you for your concern, China. We’re eating perfectly fine in #Taiwan. https://t.co/fWB76qGOHb",['Taiwan']
740,JoshuaMWilkes,"Loves space, science fiction, zoos and the outdoors, simulates interest in sports to maintain image. China-watcher watcher.",Kaohsiung ,Interesting that despite China 'maintaining neutrality' over Ukraine Song assumes Russia's support in an invasion of Taiwan. https://t.co/hd3niX4QKp,[]
741,thelittlefatone,marxist-leninist | communist | pansexual | atheist | chocolate milk enthusiast.,Ohlone land,"US-Taiwan elites are looking at the mass destruction of Ukraine as a pawn of the new Cold War agenda and saying yes, we want what they're having. 

They want to provoke China and keep the weapons money flowing. No concern for the lives of people in Taiwan. https://t.co/KKfLNDFoMH",[]
742,Aichmuay,,,The Solomon Islands broke all diplomatic ties with Taiwan in exchange for cooperation with China. #Hargeisa #Somalia,"['Hargeisa', 'Somalia']"
743,jcbible1,"Arts. Media. Melbourne. Capri. Naples. Palermo. Rome. Syracuse. RFC. i davidthomsonrome. Better to be feared than loved, Machiavelli, The History of Florence.",,"Nixon's recognition of China is the most important U.S. foreign policy of our time.
Nixon and Kissinger recognised China in order to defeat the Soviet Union, which had 23,000 nuclear warheads.
The policy states the U.S. shall never deploy forces to Taiwan.
@GregDAustin https://t.co/1qqlNVtnpm",[]
744,TrixxieTriss,🇦🇺🇺🇦🇬🇧🇺🇸🇸🇪🇳🇿🇨🇦🇯🇵🇰🇷🇫🇮🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇳🇴🏳️‍🌈🇪🇺Supporting a free and democratic world for Ukraine. @SWTOR tragic. Solar Desalination,Moon,"Seeing how Germany fails to force Russia to end its war crimes in Ukraine, just imagine what would Germany do if China attacks Taiwan.

Big pile of nothing.

As always: excuses, words, announcing some finance decision which will have zero impact in upcoming weeks and months.",[]
745,viet_studies,Vietnam-related news from https://t.co/oPPa2btm5H & other stuffs that amuse me,USA,Taiwan worries about how vulnerable its undersea cables are to China as it watches Kyiv use the internet to rally international resistance to Russia https://t.co/5us1Z5fIJO,[]
746,lulabelldesigns,"Retweeting Disasters & Wildfires from Fire/Police/NOAA SCANNERS when I see alerts, watches, warnings, masers *SkyWarn Spotter* Married 35 years with @Tomtomt707",,"As the high-level US delegation sent a message of support for #Taiwan during a visit on April 15, the #CCP regime said it conducted military drills around the island, reinforcing its threat to use force to bring Taiwan under control. https://t.co/UwjIX0lKr3","['Taiwan', 'CCP']"
747,JP1958S,"Traveler, family in Europe & US, politically moderate/centrist, father, husband, news junkie, Roman Catholic, dog lover and outdoor sports/recreation lover.","New Jersey, USA","The invasion of Ukraine is offering useful lessons for the PLA. 
1/3
https://t.co/UKf17EOVN0",[]
748,TimothySandefur,"VP @GoldwaterInst, adjunct @CatoInstitute, contrib ed. @TheObjStd, “Tim the Lawyer” @AandGShow but here I speak only for myself (OBVIOUSLY). Eleutheronormative.","Phoenix, AZ","Stand with Taiwan. 

https://t.co/f3t6lZYE80",[]
749,graemeblake,"Founder of @lsathacks, free explanations for the LSAT exam 📚",Montreal,"China announces it is sticking to dynamic covid clearance. The lone country practicing this now that Taiwan gave up

Has worked fairly well through BA.2 outside of Shanghai. Shanghai famously abandoned the policy for ten days https://t.co/df1pvAv6Mq",[]
750,AforAlexia,香港人 Hongkonger. Tweets mainly in English and/or Chinese (Cantonese/Mandarin). 日本語勉強中。ACG fan ❤️ ヘタリア、とうらぶ、ハイキュー!!,,Taiwan worries about how vulnerable its undersea cables are to China as it watches Kyiv use the internet to rally international resistance to Russia  https://t.co/DxUjdHpvox w/ @joyuwang,[]
751,VoCommunism,"VOC is an educational, research, and human rights nonprofit devoted to commemorating those who have suffered under communist regimes.","Washington, DC","Stand with Taiwan. 

https://t.co/f3t6lZYE80",[]
752,KeithJKrach,2022 Nobel Prize nominee; Chair Purdue Tech Diplomacy Center; US Undr Secy of State; Chair/CEO DocuSign & Ariba; Chair Purdue Board; VP GM; Int'l Pres Sigma Chi,"San Francisco, Ca","On @SXMPOTUS with @SteveScully I shared some lessons from #UkraineRussiawar that can be applied to #China and #Taiwan. First is how the aggressor delegitimizes the people under attack. There is also a need for speed, for strength, and committed allies. https://t.co/G34o3izfZ0 https://t.co/qWvZjT4OxM","['UkraineRussiawar', 'China', 'Taiwan']"
753,anti_putin_2022,"The Soviet Union shot down KAL007, and it was not recognized that the Soviet Union did it until the Soviet Union disintegrated more than a decade later.",Singapore,"A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
754,staycalmontwitt,,europe ,@abozahrah707 @CGMeifangZhang Nato dies not exist in China? Taiwan has nothing to do with nato ?,[]
755,en_vild,"If you really love tech you probably have more questions than answers. Miniature builder, tech lover (storage) and mil. tech enthusiast (radars, EW, etc.).",Croatia,@Peqqsu @Phiple4 @carlbildt Sea fortress is a double edged sword (supplies). I would guess that China is learning more from the Ukraine war than Ru can adapt to it. This is the best example of how would a Taiwan conflict unwind after the initial strikes destroy defense infrastructure until US can intervene.,[]
756,jinconfidentes,"Inquietação. Eis o que nos move. Pautar olhares que convidem a outras reflexões e experiências, tangidas pelo vermelho do Libertas quae sera tamen.","Belo Horizonte, Brasil","Washington is stirring tensions for political and strategic gain through weapons sales to Taiwan and talk of a visit to the island by high-ranking politicians, South China Morning Post reports #ChinainWorldPress https://t.co/JpcEnVjnxK",[]
757,jcbible1,"Arts. Media. Melbourne. Capri. Naples. Palermo. Rome. Syracuse. RFC. i davidthomsonrome. Better to be feared than loved, Machiavelli, The History of Florence.",,"Nixon's recognition of China is the most important U.S. foreign policy of our time.
Nixon and Kissinger recognised China in order to defeat the Soviet Union, which had 23,000 nuclear warheads.
The policy states the U.S. shall never deploy forces to Taiwan.
@NSC_ANU https://t.co/8kZ0CtZ7Qf",[]
758,Why06553383,"Query everything, mindfully.",,"A tale of #China's two provinces across the Taiwan Straits over the past 70 years: 

Taiwan(blue line) vs. Fujian(yellow line) https://t.co/afhiEHX03g",['China']
759,ChadBown,"Reginald Jones Senior Fellow, @PIIE | Economist | Now host @Trade__Talks podcast, then co-created with @SoumayaKeynes | I think about trade and people | he/him","Washington, DC","Talks on Taiwan buying the child version of the Pfizer/BioNTech COVID-19 vaccine have stalled as Pfizer does not have the right to sell it and BioNTech and its Chinese partner do not make it, a Taiwanese minister said on Monday. https://t.co/0OQ6n8AjaP",[]
760,Uxq9O,,"Dublin, CA","@UpperDeckSports 2021 Goowin champions series，Map relics WT-267 Taipei belongs to China, not Taiwan. You should recognize your mistakes and apologize to Chinese fans.",[]
761,jeffaedmonds,"National sec strategist, former Director for Russia on NSC, Sr Analyst at CNA, Global Fellow Kennan Institute, Sr Fellow CNAS",,Found this thread interesting and informative on how the #UkraineRussiaWar potentially impacts this risk of near-term conflict with China over Taiwan. https://t.co/lW3zeqNoQF,['UkraineRussiaWar']
762,Brucel721,"I’m a hongkonger , pls stand with hongkong #followbackhongkong",Hong kong,"Senator Hawley, “a member of the Senate Armed Services Committee, is leading the effort for legislation that would accelerate U.S. arms shipments to Taiwan."" https://t.co/gFlS84I0Y0",[]
763,SameerKappor_,,,"China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.
https://t.co/WwtPvVBM7f",[]
764,ZaffarShahid2,,,"China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.
https://t.co/qG80zyojdt",[]
765,JaggiPhaji,,,"China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.
https://t.co/BP3wStEfMi",[]
766,RUB1G,,,@SCMPNews Taiwan is in the Western alliance. China is out. Taiwan is like South Korea and Japan now.And why bother objecting? You would just ruin the country like you ruined Hong Kong and China itself with all the nuts policies that make the world cringe at the momentous stupidity.,[]
767,LehariSunil,,,"China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.
https://t.co/wJniaqO7ek",[]
768,jcbible1,"Arts. Media. Melbourne. Capri. Naples. Palermo. Rome. Syracuse. RFC. i davidthomsonrome. Better to be feared than loved, Machiavelli, The History of Florence.",,"Nixon's recognition of China is the most important U.S. foreign policy of our time.
Nixon and Kissinger recognised China in order to defeat the Soviet Union, which had 23,000 nuclear warheads.
The policy states the U.S. shall never deploy forces to Taiwan.
@Rory_Medcalf https://t.co/H0lo2dMqbo",[]
769,EktaPandee,,,"China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.
https://t.co/rUwSrWW2H2",[]
770,RBhat_,,,"China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.
https://t.co/ehbWyCQG4B",[]
771,PanduuChacha,,,"China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.
https://t.co/eNRWcGR2eM",[]
772,exodus20201,Just an ordinary person. Keen on learning and teaching. I concern about justice in the world. I pray for those under suppression.,,"A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
773,scmpeconomy,"News and analysis on the big economic stories in China and the rest of Asia, from the South China Morning Post's team of reporters.",Hong Kong,"US, Taiwan defy Beijing in ‘sensitive moment’ when pressures are mounting on China #china #China #Taiwan #UnitedStates  https://t.co/O34WsltyJx","['china', 'China', 'Taiwan', 'UnitedStates']"
774,mrwebber35,"Politics is all about money. If you're in it for glory of god then that is something to look forward to, not something to use as a weapon. It is gift from above",Tuckkwiowhum 1,"@SamRamani2 @KathleenWesterg They will be worrying more about Taiwan soon, they can see Taiwan from their shores and China is edging closer since the Ukraine war.",[]
775,mileier,傳產工程師 I am Taiwanese. I stand for Taiwan Independence. #廢推 #政治 #臉書難民 #無互動不FO,"PengDong,Taiwan（R.O.C）","@SBS8news TVBS is the voice of China's PRC and the agent media of Chinese-funded media in Taiwan.
TVBS will humiliate the Taiwan government, vilify the Taiwanese government, and beautify the China government.
Please don't misunderstand Taiwanese, 
for Taiwanese, TVBS is China media.",[]
776,noname_8,Hope to be ordinary ever after ei ei,Somewhere over WTF land 5 55,"US, Taiwan defy Beijing in ‘sensitive moment’ full of economic hardships https://t.co/4ERMSDELr0",[]
777,RealMalaton,"🌻🌻Our rights come from God,not government!🌻🌻Fight until victory!","New York, USA","Xi is executing a well-thought-out murderous scheme to implement a planned economy in Communist China, take over Hong Kong &amp; Taiwan, place super mines in the waters around Japan, control the Straits of Malacca and Hormuz. This is a big game. https://t.co/tnsHnf1FbN",[]
778,jlitwinetz,"Past Vet, IE, Inns/Restaurants. Home PAG.  Share News Markets,  Knowledge!  Learn something new everyday!!! https://t.co/p9dvJjwXvs…",,"US, Taiwan defy Beijing in ‘sensitive moment’ when pressures are mounting on China  https://t.co/qLPpWVT29D",[]
779,12emma30,TAIWAN IS TAIWAN🇹🇼,,"US, Taiwan Defy Beijing In ‘Sensitive Moment’ When Pressures Are Mounting On China - SCMP https://t.co/MsVMeWM53U",[]
780,killbill006,好吃好玩好风光,,"China firmly opposes any form of official interaction between the US and China’s Taiwan region.
https://t.co/swLKcsE5IT",[]
781,killbill006,好吃好玩好风光,,"Certain Japanese politicians repeatedly made wild talks on the Taiwan question and irresponsible remarks about China’s internal affairs, in a vicious attempt to instigate confrontation between major countries. China firmly rejects this. https://t.co/DJopH3ptPp",[]
782,shehzadyounis,CEO. HALKAR AI Economy. Ahead of the S-Curve. Imagination makes us Infinite. Article Tweets not Opinion always,Thinkstan,"US, Taiwan defy Beijing in ‘sensitive moment’ full of economic hardships https://t.co/3lh1nthiBx",[]
783,PacStandardTW,"An American perspective at the western frontier of liberal democracy, framed and focused through the lens of life in Taiwan. 

#MilkTeaAlliance",The Far West,"Beijing has 0 paths forward that include Taiwan without complete economic destruction of China. Putin has purchased that for Xi. There's no longer a pretense for status quo, that's a fantasy that sailed the day the invasion began. China can cooperate or else.",[]
784,besthkhkhk,,,"Thank you for your concern, China. We’re eating perfectly fine in #Taiwan. https://t.co/fWB76qGOHb",['Taiwan']
785,mark_ianlee,"https://t.co/UfIruAntTG
BTC
37Z79rj9M9z29mpkCdXCpDfkqFfeYZ32oE
ETH
0xa6b799760026d8997fc72adaba010cdcec88f676",Philippines,China Knows How to CONQUER Taiwan https://t.co/yI57mF3iCp #china #taiwan https://t.co/sf7f2SWbNB,"['china', 'taiwan']"
786,fuxingxiaozi,Just now,,"Xi is executing a well-thought-out murderous scheme to implement a planned economy in Communist China, take over Hong Kong &amp; Taiwan, place super mines in the waters around Japan, control the Straits of Malacca and Hormuz. This is a big game. https://t.co/tnsHnf1FbN",[]
787,viriyabot,Retweet #China  //  #BOT  //  Retweets aren't endorsements,Internet,"US, Taiwan defy Beijing in ‘sensitive moment’ full of economic hardships https://t.co/4ERMSDELr0",[]
788,SCMPNews,"The South China Morning Post brings you news and analysis about Hong Kong, China and the rest of Asia. Get our app: https://t.co/f15xfjosWQ",Hong Kong,"US, Taiwan defy Beijing in ‘sensitive moment’ full of economic hardships https://t.co/4ERMSDELr0",[]
789,RHamptonCISSP,"Cybersecurity & Privacy Professional. JD, CISSP, CIPP/US, CIPT, CCSK. OSU Buckeye. Former Infantry NCO. My views are not those of my employer. Like=save4review",United States,Taiwan worries about how vulnerable its undersea cables are to China as it watches Kyiv use the internet to rally international resistance to Russia  https://t.co/RwSztjbGC0,[]
790,131273y37848,"70% ACG 🔞 included, 5% Kittens, 15% Political, less than 10% techy things. @chakraos contributor.",Taiwan,"A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
791,Florenc39933400,"Incognito, Screenwriter, Cinematographer, Photographer - ""Ducking my NDAs. Making Lola Florence proud; that I was a tiny thorn in Trump's undoing.""",,"""...Sogavare suddenly switched diplomatic recognition from Taiwan to China in 2019. That move, which was accompanied by allegations of kickbacks and bribery, inflamed local disputes and ultimately led to days of deadly rioting last November..."" - Maresca",[]
792,promisepeace,Bromatologist🧑‍🔬 || Fashion addict👠|| Pisces ♓️||Libertine✌️|Calabar Queen.,Time Loop🪐,"@TopshottaPaglo @robrobe61662689 @Wile_E_Coyoteee @Reuters Don't forget the West rule the world, and that doesn't Sit well with China and Russia, of course they have a common interest they want to take back the countries that break out from them,Taiwan and Ukraine respectively, thus the back and forth conflict",[]
793,simeonbanner,"Artist. Studied at the Royal College of Art. Gardening, cycling, meditating. Often frustrated but trying.","Birmingham, England","@Baruko_hit Japan already has been good, sending help. I think China watches all this war. So west must support Japan also. Taiwan!",[]
794,pavanmudirajurs,"Interested in Politics & Films, Enthusiastic on Geo-Politics & Foreign Policy. Tweets expressed are Personal and RT's doesn't mean it as my Opinion.",,"Here's my new video on Yearly predictions for 2022-23 for India and the world.Important predictions on Corona, our neighbouring countries.
The Russia Ukraine War. China and Taiwan - is an invasion looming large
And more.
Here's the link 👇
https://t.co/nOzr5BZYaU https://t.co/kiOda9fIVU",[]
795,jobe451,the guy whos name was intellectual property robbed by the IETF for an HTTP error code,"47.501521, 8.482083","Seeing how Germany fails to force Russia to end its war crimes in Ukraine, just imagine what would Germany do if China attacks Taiwan.

Big pile of nothing.

As always: excuses, words, announcing some finance decision which will have zero impact in upcoming weeks and months.",[]
796,ZyiteGadgets,Zyite is a digital media provider,http://www.zyite.com/,"US, Taiwan defy Beijing in ‘sensitive moment’ when pressures are mounting on China https://t.co/E9vI6FvawG https://t.co/YEbzB1CMZt",[]
797,Muskan76793342,"💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯Laughing like a baby, living lyk a queen. 👑💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯follow me back💓",,"https://t.co/43kZLf5NaL

China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.",[]
798,Adela_L_B,"Resilient scientist, conversationalist…can hold two contradictory ideas at the same time. Hoping the humanity can accomplish more than just getting vaccinated.","Turnersville, NJ",China training to take Taiwan; »China is conducting military exercises in response to the visit of 🇺🇸 congressmen to Taiwan. 🎥 shows exercises of amphibious mechanized brigade of 73rd Army Group of Eastern Zone of PLA Combat Command to capture coast of a conditional enemy. »🧐 https://t.co/Y3tV7zaeob,[]
799,LiuQiongyi,"C.V. Starr Transnational China Fellow, @BakerInstitute at @RiceUniversity; Study China central/local energy, propaganda. He/Him. RT=interesting 🏳️‍🌈🌏","Houston, Texas, USA","""Armed reunification is not inconceivable if Taiwan refuses to back down, albeit the odds are slim. In that case, China and Russia must band together to ensure a swift victory"" -  Professor Song Luzheng, a research fellow at the China Research Institute of Fudan University.
1/10 https://t.co/qL3SWfTf2o",[]
800,AndrewSErickson,Prof. of Strategy @NavalWarCollege @ChinaMaritime Studies Institute. Visiting Scholar & Assoc. in Research @Harvard @FairbankCenter. Member @CFR_org. Proud Dad.,"Cambridge, MA","‘For Taiwan, the best path is trying to avoid the fight by ensuring that if it starts, it will last for months, be bloody, and prevent China from consolidating meaningful gains before American and allied firepower arrives.’ Good from @AndrewSErickson https://t.co/wOxjb3ZR3Y",[]
801,Sara73636272,"💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯Never wanted the easy way, always willing to hustle.💯💯💯💯follow back me fast💯💯💯💯💯",,"https://t.co/meioGqqv2Q

China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.",[]
802,timboyerUSA,Proud to have served with-10th Special Forces - Green Beret | Proud Life Member-Special Forces Assoc. | Proud to be BORN IN the USA! |,United States of America,Speaking with @JackieDeAngelis on @MorningsMaria today 630amET about President Zelenskyy stating that Russia has begun the battle for the Donbas. Also discussing China and Taiwan. @FoxBusiness,[]
803,JonSchw73589513,Investor. Studied mathematics at @Yale & @MIT. Lived in Asia for many years.,"New York, NY","@zhaot2005 The problem, of course, is that without overwhelming military superiority, China would be hard pressed to seize and control Taiwan. Failure to decisively win a war could have an extremely negative effect on public opinion of CCP leadership.",[]
804,radioman253,"🇨🇦 Canadian / International politics, national security & geopolitics/history",Ontario,"Meanwhile, China mainland imports from Taiwan are up 60% since 2020. Beijing is getting everything it wants from Taiwan: Chips and chip fabrication engineers. Taiwanese engineers are building China's chip industry. China won't invade unless the US pushes independence. https://t.co/3zS0D1d00I",[]
805,JackNorton8064,Editor of The Strategist for the Australian Strategic Policy Institute @ASPI_org. Former digital editor @SkyNewsAust. Delegate @AJYDialogue 2019. Also rugby.,Canberra,"‘For Taiwan, the best path is trying to avoid the fight by ensuring that if it starts, it will last for months, be bloody, and prevent China from consolidating meaningful gains before American and allied firepower arrives.’ Good from @AndrewSErickson https://t.co/wOxjb3ZR3Y",[]
806,chopkickpunch,Former producer/presenter at TVB Pearl News in Hong Kong. views expressed are my own,Hong Kong,"""The conflict in Ukraine also serves as a lesson for Taiwan and the US. Not only will Taiwan's independence jeopardize China's sovereignty, but it will also affect the country's national security. That is why... we cannot afford to back down"" - Zheng Yongnian, CUHK
1/4 https://t.co/s7HJPXu9qZ",[]
807,Asma69509930,"follow back💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯I look lyk a daisy, but i smell lyk a wild rose.💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯",,"https://t.co/AHKNeZktz0

China on Friday announced military exercises near Taiwan in light of a visit by US congressmen to the island.",[]
808,Benjami57427029,,,"Xi is executing a well-thought-out murderous scheme to implement a planned economy in Communist China, take over Hong Kong &amp; Taiwan, place super mines in the waters around Japan, control the Straits of Malacca and Hormuz. This is a big game. https://t.co/tnsHnf1FbN",[]
809,vikrams09,,Bharat,"Convergence exists in domains where the US intends to contain China. India lacks literature on the US’ dependence on China, the consequent limits of containment, and how it shapes Indo-US ties. Perhaps it’d worth exploring given your position as a strong Indian voice in Taiwan? https://t.co/m5G44kMDq2",[]
810,DavidLund6,Tesla Yogi,,@TeslaSg @jpr007 @bizandsec The hurt of sanctioning China is far worse for China than the rest of the world and likely the best of many really bad options if they attempt to invade Taiwan.,[]
811,skskshsqshs,im a surgical instrument,,"@Piyuae she's actually the most popular artist in china, philippines, and taiwan, she broke streaming records in japan, australia, new zealand, and south korea, her rep tour shows in london, chicago, los angeles, new york, dublin, tokyo, and sydney all had 100,000 attendees",[]
812,composite9,$F(Ford/Rivian) $KMI $DOW $TSLA $FET $VRA $VET $UBX $BAX SUSTAINABILITY= $LLKKF extraction NO MINING-No chemicals-Ionic Extraction. #returntheH20back!!💧🔋🌎🌱,"California, USA","@jimcramer Cramer- Zero Covid In China; some hav the theory that China is purposefully executing this zero covid stance in order further impress upon the US economy their pivotal role in the world economy, a tit for tat as per the trump tariffs, Taiwan, Hong Kong.etc.Along with Ukraine War.",[]
813,Aria54354903,💯💯💯💯💯💯💯💯💯💯💯💯💯I'm the beauty I'm the beast💯💯💯💯💯💯💯💯💯follow back.,,"https://t.co/Te8sqCg7nh

China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.",[]
814,blair1952,"Retired & Mystic. Been a Tinker, Tailor, Soldier, Sailor, Rich & Poor man. Travelled. Value the truth, honesty, kindness & beauty. Love animals & outdoors.",England,The UK needs to step into the void left by the USA to ensure we are all  safe. China will attack Taiwan &amp; we will not be able to respond because of gov incompetence &amp; defense unpreparedness! We must cut our trade deficit asap &amp; forge new defense allies - trade relationships. https://t.co/XN2Zo4CBNs,[]
815,Maytechummia,"You can follow me but I don't  know where I'm going. 
#DinastíaMilenials #SuperFriends",,"Seeing how Germany fails to force Russia to end its war crimes in Ukraine, just imagine what would Germany do if China attacks Taiwan.

Big pile of nothing.

As always: excuses, words, announcing some finance decision which will have zero impact in upcoming weeks and months.",[]
816,tankman1989s,,,Taiwan worries about how vulnerable its undersea cables are to China as it watches Kyiv use the internet to rally international resistance to Russia  https://t.co/DxUjdHpvox w/ @joyuwang,[]
817,jcbible1,"Arts. Media. Melbourne. Capri. Naples. Palermo. Rome. Syracuse. RFC. i davidthomsonrome. Better to be feared than loved, Machiavelli, The History of Florence.",,"Nixon's recognition of China is the most important U.S. foreign policy of our time.
Nixon and Kissinger recognised China in order to defeat the Soviet Union, which had 23,000 nuclear warheads.
The policy states the U.S. shall never deploy forces to Taiwan.
@MikePBurgess https://t.co/YIMC5hAc7t",[]
818,12emma30,TAIWAN IS TAIWAN🇹🇼,,"Thank you for your concern, China. We’re eating perfectly fine in #Taiwan. https://t.co/fWB76qGOHb",['Taiwan']
819,MusharafMir4,doctor//lifesaver//feminism// mbbs//💯 Follow back//🇮🇳💯💯💯💯// Follow back 💯🇮🇳💯💯💯 //Follow back/🇮🇳💯💯💯💯💯💯,,"https://t.co/nS1C9fiDpQ

China on Friday announced military exercises near Taiwan in light of a visit by US congressmen to the island.",[]
820,clromtye,"Like a carefree life.🌈🍷🌺🍭🦋🐬💋👣
Follow me，Follow back💯💯💯💯💯💯💯💯💯",,"The us delegation visited Taiwan one after another, directly indicating that the United States has no intention to enter into a conflict with mainland China, and also warning Taiwan not to provoke the mainland https://t.co/WwKlXOT2oT",[]
821,arik02,"Boycott North Korea,Israel, Myammar, and Putin's Russia 　支持政党なし、非自民だけ、","Hyogo, Japan",#China-detained human rights activist Lee Ming-che returns to #Taiwan🇹🇼 https://t.co/TdGLe1Vs6G,"['China', 'Taiwan']"
